id,listing_url,name,description,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,bathrooms_text,price,minimum_nights,maximum_nights,instant_bookable,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,amenities
1250064519997393930,https://www.airbnb.com/rooms/1250064519997393930,East ATX Home- 2 Miles from Downtown!,"This modern 2 bed, 2.5 bath home is the ideal spot for your Austin getaway. Whether you're in town for a music festival, event, or just exploring everything Austin has to offer, you'll love the location—just 2 miles from downtown and within walking distance to the train. Situated in the heart of the vibrant east side district, you're close to some of the city’s best local spots while still being just minutes away from all the downtown action. It’s the perfect mix of convenience and local flavor!",297257702,Robert,2019-09-23,"Austin, TX",within a few hours,100%,85%,t,1.0,78702,30.28041,-97.71327,Entire home,Entire home/apt,5,2.0,2.0,Half-bath,$143.00,2,365,f,0,0,28,28,9,9,0,2024-10-14,2024-12-29,5.0,5.0,5.0,4.89,5.0,5.0,4.89,0.8,"[""Stove"", ""Smoking allowed"", ""Bathtub"", ""Pets allowed"", ""Private entrance"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Free parking on premises"", ""Keypad"", ""Wifi"", ""Heating"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Baking sheet"", ""Oven"", ""Sound system"", ""Smoke alarm"", ""Washer"", ""Books and reading material"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Body soap"", ""Clothing storage"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Microwave"", ""Kitchen""]"
1252115957143885671,https://www.airbnb.com/rooms/1252115957143885671,Central Economic Spot 5,"This is a spot in a room for 3 people (guys), within a community of 35-40 young adult guys/girls. Entrepreneurs, programmers, bartenders, artists, ACC & UT students. Decent people. Big single floor apartment/dorm-like building, lots of amenities, good location.<br /><br />We have community managers living there, so there is staff onsite 24/7.",8167447,Martin,2013-08-14,"Austin, TX",within a few hours,100%,75%,f,93.0,78751,30.321864388317096,-97.72725377420346,Shared room in home,Shared room,1,1.0,1.0,1 shared bath,$18.00,30,365,f,0,0,0,258,2,2,0,2024-11-17,2025-01-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.2,"[""Fire extinguisher"", ""BBQ grill"", ""Wifi"", ""Smoke alarm"", ""Washer"", ""TV"", ""Pool table"", ""Kitchen"", ""Air conditioning""]"
1252182269944006729,https://www.airbnb.com/rooms/1252182269944006729,The SoCo Cowboy Compound!,"Stay at the legendary Allen's Boots properties in the heart of Austin! This one-of-a-kind experience combines the iconic condo above Allen's Boots, featuring vintage western flair, custom boots, and Longhorns, with the luxurious French cowboy estate behind the store. Perfect for large groups, enjoy unique decor, a pool table that doubles as ping pong, and endless boots to try on. Immerse yourself in true Texas style and create unforgettable memories on South Congress!",51183342,Hunter,2015-12-13,"Austin, TX",within an hour,100%,100%,,13.0,78704,30.24829140867989,-97.75086226508178,Entire home,Entire home/apt,16,7.0,11.0,6 baths,"$3,650.00",1,365,f,30,60,90,365,0,0,0,,,,,,,,,,,"[""Fire extinguisher"", ""Dedicated workspace"", ""BBQ grill"", ""Wifi"", ""Smoke alarm"", ""Washer"", ""First aid kit"", ""Free parking on premises"", ""TV"", ""Carbon monoxide alarm"", ""Paid parking on premises"", ""Pool table"", ""Kitchen"", ""Air conditioning"", ""Exterior security cameras on property""]"
1257564652058556310,https://www.airbnb.com/rooms/1257564652058556310,Stylish 4BR Retreat in SW Austin,"Boho 4BR Retreat in SW Austin; Pet Friendly! Enjoy this stylish home with a king bed in the primary suite, ensuite, and desk area. Three additional queen bedrooms, perfect for families. Amazing covered back porch with outdoor seating/dining. Pet-friendly (max 2 dogs). Close to AMD, NXP, YETI, and SolarWinds, 20 min to downtown and airport. Ideal for extended stays and insurance-displaced guests. Located in Austin ISD, near Oak Hill Elementary. Close to Barton Creek Greenbelt and local shopping!",526096335,Phyllis,2023-07-16,,within an hour,100%,99%,t,2.0,78736,30.24105,-97.89646,Entire home,Entire home/apt,10,4.0,2.0,2 baths,$116.00,1,180,f,24,54,84,359,32,32,1,2024-10-19,2025-08-27,4.94,5.0,4.97,4.91,5.0,4.91,4.91,2.88,"[""Private patio or balcony"", ""Coffee"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Whirlpool refrigerator"", ""Iron"", ""Wine glasses"", ""Ceiling fan"", ""Private entrance"", ""Outdoor furniture"", ""Single level home"", ""Dishwasher"", ""Pets allowed"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Freezer"", ""Dining table"", ""Free parking on premises"", ""Wifi"", ""Outdoor dining area"", ""Hair dryer"", ""Bed linens"", ""Gas stove"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Baking sheet"", ""Single oven"", ""Smoke alarm"", ""Washer"", ""Central heating"", ""Essentials"", ""Housekeeping - available at extra cost"", ""Air conditioning"", ""Exterior security cameras on property"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Dedicated workspace"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Barbecue utensils"", ""BBQ grill"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Free street parking"", ""Microwave"", ""Kitchen"", ""Board games"", ""Hangers"", ""Free dryer \u2013 In unit""]"
1261010195707199368,https://www.airbnb.com/rooms/1261010195707199368,Pup Friendly Private - Walk to ACL -SoCo Spot !,"Located steps from South Congress, this South Austin retreat blends comfort with convenience.<br />1.5 Miles to Zilker- you can walk to ACL! A home with a  in a fully stocked kitchen, or gather in the private, fully fenced backyard complete with fire pit and covered lounge. Work easily with high‐speed Wi‐Fi and a bright desk area. Features include in‐unit laundry, A/C, smart TV, street parking, and optional garage access. Ideal for families, remote workers, and friends—your Austin home base awaits",492499579,Michelle,2022-12-23,,within an hour,100%,93%,t,5.0,78704,30.2421755,-97.761398,Entire home,Entire home/apt,6,3.0,3.0,2 baths,$220.00,2,29,t,22,49,79,302,5,5,1,2025-03-09,2025-09-14,5.0,5.0,4.8,5.0,5.0,5.0,5.0,0.78,"[""Crib - always at the listing"", ""Private patio or balcony"", ""Coffee"", ""Stove"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Blender"", ""Ceiling fan"", ""Private entrance"", ""Outdoor furniture"", ""Single level home"", ""Dishwasher"", ""Pets allowed"", ""Smart lock"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Wifi"", ""Drying rack for clothing"", ""TV with standard cable, Roku"", ""Hot water kettle"", ""Heating"", ""Hair dryer"", ""Room-darkening shades"", ""Outdoor dining area"", ""Bed linens"", ""Cooking basics"", ""Long term stays allowed"", ""Baking sheet"", ""Clothing storage: walk-in closet"", ""Oven"", ""Sound system"", ""Trash compactor"", ""Smoke alarm"", ""Washer"", ""Babysitter recommendations"", ""Lake access"", ""Essentials"", ""Housekeeping - available at extra cost"", ""Ethernet connection"", ""Sun loungers"", ""Paid parking garage on premises \u2013 1 space"", ""Books and reading material"", ""Air conditioning"", ""Dedicated workspace"", ""Fire extinguisher"", ""Fire pit"", ""Barbecue utensils"", ""Shampoo"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Body soap"", ""Breakfast"", ""Extra pillows and blankets"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Garden view"", ""Carbon monoxide alarm"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Board games"", ""Hangers"", ""Laundromat nearby"", ""Free street parking"", ""Free dryer \u2013 In unit""]"
1267505471160876916,https://www.airbnb.com/rooms/1267505471160876916,Cozy & Central ~ UT/Moody Theater ~ Med ~ Parking,"Unwind in our serene 1BR/1BA retreat, located in the delightful Hyde Park neighborhood. Soak up the peaceful ambiance by the shared pool, enjoy the spacious living room, or make the most of the ideal location to explore all that Austin has to offer.<br /><br />✔ Cozy Bedroom + Living Room (Sleeps 5) <br />✔ Open-Concept Design <br />✔ Fully Equipped Kitchen <br />✔ Smart TVs with Roku <br />✔ High-Speed Wi-Fi <br />✔ Building Amenities (Pool, BBQ, Lounges, Paid Washer/Dryer, Parking)<br /><br />Learn more below.",535564832,Vishal,2023-09-04,"Toronto, Canada",within an hour,100%,100%,t,7.0,78751,30.304082173292997,-97.7163737520422,Entire rental unit,Entire home/apt,5,1.0,3.0,1 bath,$50.00,1,365,t,13,40,70,345,40,40,2,2024-10-16,2025-08-30,4.48,4.58,4.48,4.9,4.83,4.5,4.55,3.56,"[""Coffee"", ""Stove"", ""Cleaning available during stay"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Blender"", ""Private entrance"", ""Single level home"", ""Pets allowed"", ""Smart lock"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Wifi"", ""Drying rack for clothing"", ""Hot water kettle"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""Long term stays allowed"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""Oven"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Essentials"", ""Ethernet connection"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""55 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix, Roku"", ""Barbecue utensils"", ""Crib"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Clothing storage"", ""Toaster"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Microwave"", ""Free street parking"", ""Kitchen"", ""Board games"", ""Hangers"", ""Pool"", ""Noise decibel monitors on property""]"
1267516152997169376,https://www.airbnb.com/rooms/1267516152997169376,The Peacock on Annie,"Welcome to our charming and family-friendly guest house. This brand-new property offers all the comforts of home: a spacious bedroom, fully equipped kitchen, dedicated workspace & a bright living area. <br /><br />Our guest house is walking distance of Austin's most popular festivals, ACL & SXSW, making it an ideal spot for visitors on the go. Enjoy easy access to local parks and popular restaurants while staying in the cozy Bouldin neighborhood. <br /><br />Baby gear available upon request",571627445,Jaclyn,2024-04-10,,within a few hours,100%,100%,t,1.0,78704,30.24856,-97.76236,Entire guesthouse,Entire home/apt,4,1.0,1.0,1 bath,$135.00,2,365,f,20,48,78,167,6,6,0,2025-03-09,2025-07-19,4.67,5.0,5.0,4.83,4.83,5.0,4.67,0.93,"[""Private patio or balcony"", ""First aid kit"", ""Private entrance"", ""Outdoor furniture"", ""Dishwasher"", ""Hot water"", ""Dishes and silverware"", ""Self check-in"", ""Clamp on table seat high chair - available upon request"", ""Freezer"", ""Wifi"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Smoke alarm"", ""Washer"", ""Babysitter recommendations"", ""Central heating"", ""Clothing storage: closet and dresser"", ""Essentials"", ""Air conditioning"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dedicated workspace"", ""Induction stove"", ""Fire extinguisher"", ""Lockbox"", ""Coffee maker"", ""Toaster"", ""Carbon monoxide alarm"", ""Free street parking"", ""Microwave"", ""Kitchen"", ""Free dryer \u2013 In unit""]"
1269126191374055372,https://www.airbnb.com/rooms/1269126191374055372,Girls only* Private bed+bath/dedicated work space,"A place to rest. Private room+bathroom. Good location, Easy access to everything (: About 13 minutes from the airport.",652429421,Ana Eliza,2024-09-16,,within an hour,100%,85%,f,7.0,78724,30.32885,-97.64487,Private room in rental unit,Private room,2,1.0,1.0,1 private bath,$126.00,1,2,f,30,60,90,365,0,0,0,,,,,,,,,,,"[""Fire extinguisher"", ""Wifi"", ""Smoke alarm"", ""Washer"", ""Bed linens"", ""Extra pillows and blankets"", ""Clothing storage"", ""Pool"", ""Kitchen"", ""Safe"", ""Hangers"", ""Air conditioning""]"
1285142090397458255,https://www.airbnb.com/rooms/1285142090397458255,The Longhorn Lounge,"The Longhorn Lounge is perfectly placed in the center of downtown Austin,  the UT Campus, State Capitol, Moody Center, and everything you want to see and in Austin. World class restaurants within steps, live music, museums, rooftop hotels, 24hr diners/food courts, parks, walking trails, Pease Park, Target next door, amazing local pools. Walk everywhere, take a scooter, rental bicylce. tile,carpet, great kitchen, Washer/dryer, work station,  foldable table, ENJOY",212452953,Adam,2018-08-29,"Austin, TX",within an hour,100%,100%,t,3.0,78705,30.28337145431814,-97.74412111059644,Entire rental unit,Entire home/apt,4,2.0,4.0,2 baths,$106.00,1,365,t,12,24,46,315,55,55,2,2024-11-10,2025-08-23,4.76,4.73,4.8,4.95,4.93,4.98,4.78,5.29,"[""Private patio or balcony"", ""First aid kit"", ""Wine glasses"", ""Iron"", ""Private entrance"", ""Single level home"", ""Pets allowed"", ""Outdoor furniture"", ""Hot water"", ""Shower gel"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free parking on premises"", ""Keypad"", ""Washer \u2013\u00a0In unit"", ""Wifi"", ""Outdoor dining area"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Single oven"", ""Smoke alarm"", ""Central heating"", ""Electric stove"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Dedicated workspace"", ""Elevator"", ""Fire extinguisher"", ""Shampoo"", ""Extra pillows and blankets"", ""Toaster"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Microwave"", ""Kitchen"", ""Hangers"", ""Dryer \u2013\u00a0In unit""]"
1291296664921974255,https://www.airbnb.com/rooms/1291296664921974255,Beautiful and Modern,"This brand new modern and charming 2-bedroom, 2.5-bathroom with high-quality appliances and a cozy layout, is perfect for couples, professionals, or small families. <br />Features:<br />Bright & Open Living Space – Natural light throughout<br />Modern Kitchen – Quartz countertops, premium stainless-steel appliances<br />Spacious Bedrooms – Great closet space<br />Private Outdoor Area <br />Covered Parking with EV Charging Plug<br />Prime Location! Minutes from shopping, restaurants, and major highways.",365084209,Ahmed,2020-08-30,"Cedar Park, TX",within an hour,100%,95%,t,2.0,78752,30.339768872322317,-97.70769047642564,Entire home,Entire home/apt,4,2.0,3.0,2.5 baths,$140.00,3,365,f,15,39,54,226,13,13,3,2025-04-18,2025-09-08,4.92,5.0,4.92,5.0,4.92,5.0,4.85,2.57,"[""Private patio or balcony"", ""Coffee"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Blender"", ""Private entrance"", ""Outdoor furniture"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Self check-in"", ""Freezer"", ""Dining table"", ""Free parking on premises"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Gas stove"", ""Cooking basics"", ""TV"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Long term stays allowed"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""Oven"", ""Smoke alarm"", ""Washer"", ""Central heating"", ""Essentials"", ""Air conditioning"", ""Exterior security cameras on property"", ""Lockbox"", ""Shampoo"", ""Pack \u2019n play/Travel crib - always at the listing"", ""EV charger - level 2"", ""Body soap"", ""Samsung refrigerator"", ""Clothing storage"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Carbon monoxide alarm"", ""Free street parking"", ""Microwave"", ""Kitchen"", ""Board games"", ""Hangers"", ""Free dryer \u2013 In unit""]"
1292034582741732273,https://www.airbnb.com/rooms/1292034582741732273,ATX Casa Vida BnB ~ Near North Loop & UT,"Discover this vibrant 1BR/1BA sanctuary in the heart of Hyde Park, one of Austin’s most charming and walkable neighborhoods. Perfect for weekend escapes or business trips, this inviting space comfortably accommodates up to 5 guests. Enjoy a chef-inspired kitchen, Roku smart TVs, and high-speed Wi-Fi—just minutes from trendy cafés, scenic parks, and downtown buzz.<br /><br />✔ Sleeps up to 5<br />✔ Open, Airy Living Space<br />✔ Fully Equipped Kitchen<br />✔ Roku Smart TVs<br />✔ High-Speed Wi-Fi",51412627,Kamran,2015-12-15,"Toronto, Canada",within an hour,100%,100%,f,4.0,78751,30.30402,-97.7167,Entire rental unit,Entire home/apt,5,1.0,2.0,1 bath,$59.00,1,365,t,9,22,52,320,24,24,3,2024-11-26,2025-09-02,4.5,4.58,4.71,5.0,4.92,4.42,4.42,2.43,"[""Coffee"", ""Stove"", ""Cleaning available during stay"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Blender"", ""Private entrance"", ""Single level home"", ""Pets allowed"", ""Smart lock"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Portable fans"", ""Wifi"", ""Hot water kettle"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""Long term stays allowed"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""Oven"", ""Children\u2019s books and toys"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Washer"", ""Essentials"", ""Ethernet connection"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""55 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix, Roku"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Clothing storage"", ""Toaster"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Microwave"", ""Kitchen"", ""Board games"", ""Hangers""]"
1294940055811377578,https://www.airbnb.com/rooms/1294940055811377578,Tiny cozy cabin away from home!,"Looking at heading to Austin, TX!  Then look no further. This cozy tiny home has Queen bedroom with selves and hangers,  bathroom 2-sinks and a shower. Washer, dryer, refrigeration, microwave and a cook-top and all the cookware you will need. TV, Wifi , and small table to eat. Couch also let out into a bed with a fireplace.  This tiny community also has a Pavillion, Fitness Center, Laundry and a Pool.  It is a fantastic getway.  Come see the sites that are as big as Texas!",663311846,Wendy,2024-11-21,"Dallas, TX",within an hour,100%,100%,f,1.0,78724,30.28338585468504,-97.63416343914794,Tiny home,Entire home/apt,4,1.0,1.0,1 bath,$210.00,1,365,t,27,52,77,352,41,41,0,2024-12-08,2025-08-15,4.71,4.88,4.78,4.54,4.61,4.78,4.83,4.35,"[""Coffee"", ""Stove"", ""Wine glasses"", ""Single level home"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Refrigerator"", ""Conditioner"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Keypad"", ""Wifi"", ""Heating"", ""Cooking basics"", ""TV"", ""Sound system"", ""Trash compactor"", ""Smoke alarm"", ""Washer"", ""Exercise equipment"", ""Indoor fireplace"", ""Hot tub"", ""Air conditioning"", ""Coffee maker: Keurig coffee machine"", ""Barbecue utensils"", ""Fire pit"", ""BBQ grill"", ""Shampoo"", ""Body soap"", ""Gym"", ""Pool"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Kitchen"", ""Hangers"", ""Window guards""]"
1302155361861567312,https://www.airbnb.com/rooms/1302155361861567312,"Pool, Hot Tub | 1mi Downtown | 2 Homes | 16 Guests","The Holly Hideout is your getaway in the heart of East Austin. Just a 7 minute drive from downtown, 1 mile from Rainey Street, and steps away from the trail and restaurants, two stylish homes with 6 bedrooms provide a great base camp.<br /><br />Enjoy the outdoor sanctuary complete with a pool, hot tub, deck, grill, and turfed yard that sits under a canopy of trees and string lights. 4 King bedrooms also have private patios.<br /><br />This listing is for two houses on the same property, accommodating 16 guests.",16976766,Nicholas,2014-06-19,"Seattle, WA",within an hour,100%,97%,t,5.0,78702,30.25203,-97.72068,Entire home,Entire home/apt,16,6.0,10.0,4.5 baths,$742.00,3,14,t,16,34,47,303,21,21,4,2025-03-20,2025-09-14,5.0,5.0,4.95,4.95,5.0,5.0,4.9,3.46,"[""Private patio or balcony"", ""Coffee"", ""Stove"", ""Public Goods shampoo"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Ping pong table"", ""Ceiling fan"", ""Blender"", ""Private entrance"", ""Outdoor furniture"", ""Dishwasher"", ""Smart lock"", ""Shower gel"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Public Goods body soap"", ""Hangers"", ""Dining table"", ""Free parking on premises"", ""Wifi"", ""Hot water kettle"", ""Outdoor dining area"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Coffee maker: drip coffee maker, french press"", ""Baking sheet"", ""Sonos sound system"", ""Oven"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Washer"", ""Central heating"", ""Essentials"", ""Sun loungers"", ""Hot tub"", ""Public Goods conditioner"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""BBQ grill"", ""Barbecue utensils"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Carbon monoxide alarm"", ""Free street parking"", ""Microwave"", ""Pool"", ""Kitchen"", ""Crib - always at the listing"", ""Free dryer \u2013 In unit""]"
1308711645312311800,https://www.airbnb.com/rooms/1308711645312311800,Lovely Entire Duplex In South Austin!,"Hosted by ArgestRentals 🏡<br />➤The Best in Corporate Housing – Ask About Long-Stay DISCOUNTS!<br />➤Duplex w/ 6BR, 5BA – Perfect for Large Groups & Work Trips<br />➤2 Living Rooms, 2 Kitchens, 2 BBQ Patios – Fully Equipped<br />➤Smart TVs in Every Room + Garage Parking on Both Sides<br />➤Washer/Dryer, High-Speed Wi-Fi, Streaming Included<br />➤Near Downtown Austin, Airport & Local Hotspots 🚗",12495021,Susan Sheppard,2014-02-23,"Lindon, UT",within an hour,100%,97%,f,3.0,78745,30.195833853201385,-97.80759949181216,Entire home,Entire home/apt,16,6.0,14.0,5 baths,$206.00,1,365,f,6,28,58,228,7,7,0,2025-01-02,2025-08-11,4.57,4.71,4.57,4.71,5.0,4.71,4.71,0.81,"[""Coffee"", ""Stove"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Private entrance"", ""Ceiling fan"", ""Pets allowed"", ""Outdoor furniture"", ""Dishwasher"", ""High chair"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Keypad"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""Patio or balcony"", ""Oven"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""Trash compactor"", ""Smoke alarm"", ""Washer"", ""Babysitter recommendations"", ""Essentials"", ""Housekeeping - available at extra cost"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""BBQ grill"", ""Barbecue utensils"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Clothing storage"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Toaster"", ""Microwave"", ""Laundromat nearby"", ""Kitchen"", ""Backyard"", ""Noise decibel monitors on property""]"
1318315106783140485,https://www.airbnb.com/rooms/1318315106783140485,Simplicity in the City near DTA,"Enjoy easy access to everything from this perfectly located home for all of your Austin needs.  Located near the intersection of Hwy 290 and I 35 we are a short 10 min drive to downtown, less than 30 min to Circuit of Americas, about 10 min to Q2 Stadium, and the Domain. <br />Our house is fully remodeled and ready to keep your party of up to 8 warm, cozy and safe.  It is a 3 bedroom 2 bath house with 3 queen size beds and two couches in the living room that fold down into futons.",488043875,Eric,2022-11-16,,within an hour,100%,100%,t,18.0,78723,30.3168081142296,-97.69737853614134,Entire home,Entire home/apt,8,3.0,3.0,2 baths,$122.00,1,365,t,25,53,79,353,16,16,3,2025-02-22,2025-09-14,5.0,4.94,5.0,4.94,4.94,5.0,5.0,2.31,"[""Coffee"", ""First aid kit"", ""Stainless steel oven"", ""Bathtub"", ""Wine glasses"", ""Shared backyard \u2013 Not fully fenced"", ""Private entrance"", ""Ceiling fan"", ""Pets allowed"", ""Smart lock"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Clothing storage: closet"", ""Paid washer \u2013 In building"", ""Freezer"", ""Dining table"", ""Free parking on premises"", ""Self check-in"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Gas stove"", ""Cooking basics"", ""TV"", ""Baking sheet"", ""Dryer"", ""Smoke alarm"", ""Central heating"", ""Essentials"", ""Ethernet connection"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Microwave"", ""Kitchen"", ""Hangers""]"
1328661654044188977,https://www.airbnb.com/rooms/1328661654044188977,Zilker House Close to Everything,"Stay in this modern, clean, 2-story townhouse that is quiet and centrally located—private bedroom and private bathroom. You can walk to many restaurants and bars, including Loro, Uncle Nicky's, Bouldin Acres, and Proud Mary Coffee. It's a quick 10-minute Uber/Lyft to downtown, a 5-minute drive to Lady Bird Lake and Zilker Park, and many fun Austin destinations!",10418317,Shireen,2013-12-03,"Austin, TX",within an hour,80%,75%,f,1.0,78704,30.2505834,-97.7725082,Private room in home,Private room,1,1.0,1.0,1.5 baths,$90.00,2,14,f,10,36,66,66,7,7,0,2025-03-10,2025-06-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.1,"[""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Iron"", ""Ceiling fan"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Self check-in"", ""Freezer"", ""Dining table"", ""Free parking on premises"", ""Keypad"", ""Wifi"", ""Drying rack for clothing"", ""Hot water kettle"", ""Heating"", ""Outdoor dining area"", ""Bed linens"", ""Long term stays allowed"", ""TV"", ""Oven"", ""Smoke alarm"", ""Washer"", ""Lock on bedroom door"", ""Luggage dropoff allowed"", ""Indoor fireplace"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Clothing storage"", ""Free street parking"", ""Microwave"", ""Kitchen"", ""Hangers"", ""Free dryer \u2013 In unit""]"
